episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation
186,ACH-002400,NCAPD2,6,-0.8349964852485954,0.16,8,0.6749964852485953,5,0,3,0
187,ACH-001618,ZNHIT6,1,-0.5933930188417006,0.4000000000000001,20,0.19339301884170051,4,0,16,0
188,ACH-000356,MED12,15,-0.5640298471092595,0.18,9,0.3840298471092595,1,0,8,0
189,ACH-000128,NCAPD2,13,-0.9519928862137184,0.19999999999999998,10,0.7519928862137184,0,0,10,0
190,ACH-000907,POLE,13,-1.8763408418349936,0.19999999999999998,10,1.6763408418349937,0,7,3,0
191,ACH-000663,CNOT1,14,-0.6069171461097045,0.3,15,0.3069171461097045,0,0,15,0
192,ACH-001211,CHD4,15,-0.8154172928318077,0.16,8,0.6554172928318077,0,0,8,0
193,ACH-000627,CENPN,1,-1.5982953939314108,0.25999999999999995,13,1.3382953939314108,2,0,11,0
194,ACH-000978,MAX,7,-0.4634070439746457,0.6400000000000002,32,-0.17659295602535452,15,13,3,1
195,ACH-000030,RFC5,5,-1.3671085668382634,0.16,8,1.2071085668382635,3,0,5,0
196,ACH-000323,PPP2R1A,0,-0.898039718989138,0.32,16,0.578039718989138,0,0,16,0
197,ACH-000718,SON,3,-1.0569710340092704,0.16,8,0.8969710340092704,3,0,5,0
198,ACH-000191,ERCC3,9,-0.8501639389452178,0.19999999999999998,10,0.6501639389452178,0,0,10,0
199,ACH-000146,VHL,13,-0.7129209945385427,0.27999999999999997,14,0.43292099453854277,0,0,14,0
200,ACH-000018,CNOT3,9,-1.23862475628707,0.18,9,1.05862475628707,0,0,9,0
201,ACH-000391,XRCC5,4,-1.0061926959527208,0.25999999999999995,13,0.7461926959527208,0,0,13,0
202,ACH-002705,SMC4,0,-1.090581893587797,0.32,16,0.7705818935877968,1,0,15,0
203,ACH-000753,SRSF2,11,-2.622386782842411,0.23999999999999996,12,2.3823867828424112,0,0,12,0
204,ACH-000627,SMARCB1,15,-1.0601014150921129,0.34,17,0.7201014150921128,3,0,14,0
205,ACH-002705,EIF2B3,6,-2.019464075578163,0.19999999999999998,10,1.819464075578163,1,0,9,0
206,ACH-000391,MED12,12,-0.7786423925269963,0.6400000000000002,32,0.13864239252699606,5,11,16,0
207,ACH-000323,ACTB,1,-1.3532125488246594,0.27999999999999997,14,1.0732125488246593,0,0,14,0
208,ACH-000172,XPO1,12,-2.535784627114957,0.23999999999999996,12,2.295784627114957,0,0,12,0
209,ACH-000637,PCBP1,11,-1.7660333922038238,0.16,8,1.606033392203824,1,0,7,0
210,ACH-002400,BRD4,13,-0.9067531429153438,0.18,9,0.7267531429153438,5,0,4,0
